File Size, Method, Mean (ms), Stddev (ms)
268435456, write_plain 4 Kb, 9431.335053, 70.412457
268435456, write_plain 8 Kb, 9064.797769, 563.938524
268435456, write_plain 12 Kb, 9068.023946, 116.507458
268435456, write_plain 16 Kb, 9108.148774, 36.263141
268435456, write_plain 24 Kb, 8928.778718, 342.473471
268435456, write_plain 32 Kb, 10218.684672, 2626.401685
268435456, write_plain 40 Kb, 10223.553662, 3204.009857
268435456, write_plain 48 Kb, 10326.475330, 3280.998636
268435456, write_plain 56 Kb, 9020.636077, 703.799342
268435456, write_plain 64 Kb, 10359.735469, 3015.051914
268435456, write_plain 256 Kb, 8886.990774, 180.020099
268435456, write_plain 1024 Kb, 8922.049736, 83.428756
268435456, write_plain 4096 Kb, 10181.338242, 2516.869505
268435456, write_plain 16384 Kb, 8840.223419, 362.538089
268435456, write_plain 65536 Kb, 8900.890325, 12.669788
268435456, write_plain 262144 Kb, 10382.389558, 2977.577266
268435456, write_direct 4 Kb, 15440.075286, 381.231354
268435456, write_direct 8 Kb, 11829.026406, 398.154984
268435456, write_direct 12 Kb, 10605.984859, 415.199762
268435456, write_direct 16 Kb, 10257.977189, 344.122731
268435456, write_direct 24 Kb, 10954.679069, 349.530720
268435456, write_direct 32 Kb, 9417.810840, 200.050088
268435456, write_direct 40 Kb, 9539.915358, 206.302341
268435456, write_direct 48 Kb, 9843.665942, 620.979404
268435456, write_direct 56 Kb, 9238.053791, 262.528427
268435456, write_direct 64 Kb, 9767.520583, 475.473720
268435456, write_direct 256 Kb, 8998.815758, 331.306721
268435456, write_direct 1024 Kb, 9439.474631, 390.542032
268435456, write_direct 4096 Kb, 9536.223277, 387.613342
268435456, write_direct 16384 Kb, 9633.932518, 221.446121
268435456, write_direct 65536 Kb, 8960.030456, 464.610517
268435456, write_direct 262144 Kb, 8736.750928, 33.784583
268435456, write_preallocate 4 Kb, 7453.138952, 12.448823
268435456, write_preallocate 8 Kb, 7271.824709, 3.516938
268435456, write_preallocate 12 Kb, 8873.796422, 272.882985
268435456, write_preallocate 16 Kb, 7248.219775, 177.031829
268435456, write_preallocate 24 Kb, 10255.301236, 2981.750729
268435456, write_preallocate 32 Kb, 7192.721554, 176.070470
268435456, write_preallocate 40 Kb, 8718.423129, 456.817427
268435456, write_preallocate 48 Kb, 8955.727442, 189.177022
268435456, write_preallocate 56 Kb, 9024.280199, 149.904285
268435456, write_preallocate 64 Kb, 7099.978308, 33.275971
268435456, write_preallocate 256 Kb, 7143.775619, 175.110946
268435456, write_preallocate 1024 Kb, 7006.133725, 4.522842
268435456, write_preallocate 4096 Kb, 6969.562088, 9.252941
268435456, write_preallocate 16384 Kb, 7060.722727, 177.725866
