File Size, Method, Mean (ms), Stddev (ms)
33554432, write_plain 4 Kb, 1362.967667, 361.072646
33554432, write_plain 8 Kb, 1307.327157, 300.863369
33554432, write_plain 12 Kb, 1120.021330, 38.207101
33554432, write_plain 16 Kb, 1146.516749, 5.414292
33554432, write_plain 24 Kb, 1136.540068, 1.724935
33554432, write_plain 32 Kb, 1130.393096, 3.725286
33554432, write_plain 40 Kb, 1310.355504, 370.141421
33554432, write_plain 48 Kb, 1283.012497, 395.543533
33554432, write_plain 56 Kb, 1126.829391, 5.027165
33554432, write_plain 64 Kb, 1129.328190, 2.356592
33554432, write_plain 256 Kb, 1303.236169, 368.406249
33554432, write_plain 1024 Kb, 1297.588406, 368.840454
33554432, write_plain 4096 Kb, 1110.347152, 5.330120
33554432, write_plain 16384 Kb, 1293.720396, 365.477654
33554432, write_direct 4 Kb, 2153.100696, 84.442406
33554432, write_direct 8 Kb, 1427.795368, 144.923520
33554432, write_direct 12 Kb, 1294.411955, 111.882463
33554432, write_direct 16 Kb, 1311.027030, 107.991285
33554432, write_direct 24 Kb, 1345.280725, 155.189444
33554432, write_direct 32 Kb, 1288.657621, 219.400185
33554432, write_direct 40 Kb, 1228.698587, 107.008258
33554432, write_direct 48 Kb, 1339.403191, 190.808739
33554432, write_direct 56 Kb, 1152.095586, 143.358698
33554432, write_direct 64 Kb, 1228.057965, 135.901526
33554432, write_direct 256 Kb, 1067.497648, 71.870219
33554432, write_direct 1024 Kb, 1137.352341, 93.140728
33554432, write_direct 4096 Kb, 1132.722927, 55.571702
33554432, write_direct 16384 Kb, 1117.953188, 37.666024
33554432, write_preallocate 4 Kb, 932.157054, 4.224670
33554432, write_preallocate 8 Kb, 909.421375, 1.837499
33554432, write_preallocate 12 Kb, 1114.877691, 128.196535
33554432, write_preallocate 16 Kb, 918.788815, 43.770488
33554432, write_preallocate 24 Kb, 1077.333444, 180.191725
33554432, write_preallocate 32 Kb, 936.539492, 93.616367
33554432, write_preallocate 40 Kb, 1081.078215, 187.311670
33554432, write_preallocate 48 Kb, 1118.230168, 103.553628
33554432, write_preallocate 56 Kb, 1119.618030, 75.918828
33554432, write_preallocate 64 Kb, 932.909838, 94.525066
33554432, write_preallocate 256 Kb, 900.913280, 31.158894
33554432, write_preallocate 1024 Kb, 877.918082, 3.552960
33554432, write_preallocate 4096 Kb, 873.147720, 3.445046
33554432, write_preallocate 16384 Kb, 873.073642, 3.754420
33554432, write_direct_preallocate 4 Kb, 1731.965652, 66.072684
33554432, write_direct_preallocate 8 Kb, 1382.276049, 92.857067
33554432, write_direct_preallocate 12 Kb, 1246.552195, 84.900743
33554432, write_direct_preallocate 16 Kb, 1169.527376, 54.097093
33554432, write_direct_preallocate 24 Kb, 1289.262768, 146.960820
33554432, write_direct_preallocate 32 Kb, 1163.416102, 72.433699
33554432, write_direct_preallocate 40 Kb, 1199.095097, 145.380660
33554432, write_direct_preallocate 48 Kb, 1169.631777, 84.348674
33554432, write_direct_preallocate 56 Kb, 1222.672979, 105.594683
33554432, write_direct_preallocate 64 Kb, 1155.078137, 73.699535
33554432, write_direct_preallocate 256 Kb, 1065.959269, 42.001174
33554432, write_direct_preallocate 1024 Kb, 1212.078818, 90.603957
33554432, write_direct_preallocate 4096 Kb, 1189.102326, 132.894197
33554432, write_direct_preallocate 16384 Kb, 1149.940982, 63.454250
33554432, write_async_plain 4 Kb, 1322.908502, 96.790156
33554432, write_async_plain 8 Kb, 1271.835707, 99.953426
33554432, write_async_plain 12 Kb, 1284.427158, 86.948322
33554432, write_async_plain 16 Kb, 1276.460843, 106.933017
33554432, write_async_plain 24 Kb, 1369.793159, 103.551358
33554432, write_async_plain 32 Kb, 1329.214687, 393.344134
33554432, write_async_plain 40 Kb, 1154.011036, 26.521021
33554432, write_async_plain 48 Kb, 1221.820622, 129.646769
33554432, write_async_plain 56 Kb, 1194.981763, 26.915773
33554432, write_async_plain 64 Kb, 1232.808833, 48.201780
33554432, write_async_plain 256 Kb, 1520.442171, 389.264389
33554432, write_async_plain 1024 Kb, 1179.703478, 55.567034
33554432, write_async_plain 4096 Kb, 1260.366111, 171.661711
33554432, write_async_plain 16384 Kb, 1088.134354, 103.561783
33554432, write_async_direct 4 Kb, 1204.799062, 169.955853
33554432, write_async_direct 8 Kb, 1189.071800, 74.124667
33554432, write_async_direct 12 Kb, 1246.327908, 150.819501
33554432, write_async_direct 16 Kb, 1177.434321, 130.930262
33554432, write_async_direct 24 Kb, 1017.520998, 29.790055
33554432, write_async_direct 32 Kb, 1007.890455, 92.780620
33554432, write_async_direct 40 Kb, 1005.957820, 77.577327
33554432, write_async_direct 48 Kb, 1041.034864, 64.424858
33554432, write_async_direct 56 Kb, 1158.319386, 133.971374
33554432, write_async_direct 64 Kb, 1061.983860, 55.689631
33554432, write_async_direct 256 Kb, 1111.749760, 125.077153
33554432, write_async_direct 1024 Kb, 1139.103317, 98.682977
33554432, write_async_direct 4096 Kb, 1115.432371, 25.055410
33554432, write_async_direct 16384 Kb, 1387.022858, 1.484711
33554432, write_async_preallocate 4 Kb, 1840.174441, 20.555641
33554432, write_async_preallocate 8 Kb, 1817.070179, 1.273352
33554432, write_async_preallocate 12 Kb, 1793.070263, 3.354655
33554432, write_async_preallocate 16 Kb, 1780.395760, 14.827882
33554432, write_async_preallocate 24 Kb, 1775.553123, 6.758927
33554432, write_async_preallocate 32 Kb, 1773.778013, 1.989800
33554432, write_async_preallocate 40 Kb, 1772.067074, 1.583351
33554432, write_async_preallocate 48 Kb, 1769.024418, 3.545593
33554432, write_async_preallocate 56 Kb, 1708.979620, 124.448310
33554432, write_async_preallocate 64 Kb, 1770.172872, 2.179061
33554432, write_async_preallocate 256 Kb, 1770.720830, 3.244976
33554432, write_async_preallocate 1024 Kb, 1735.715293, 56.768473
33554432, write_async_preallocate 4096 Kb, 1765.917985, 2.891858
33554432, write_async_preallocate 16384 Kb, 1765.198561, 1.801419
33554432, write_async_direct_preallocate 4 Kb, 1061.169849, 108.722131
33554432, write_async_direct_preallocate 8 Kb, 1026.397550, 112.407172
33554432, write_async_direct_preallocate 12 Kb, 1151.495698, 121.431099
33554432, write_async_direct_preallocate 16 Kb, 1025.966437, 19.716953
33554432, write_async_direct_preallocate 24 Kb, 1005.608571, 10.188906
33554432, write_async_direct_preallocate 32 Kb, 1001.180906, 2.609693
33554432, write_async_direct_preallocate 40 Kb, 1008.054735, 8.084578
33554432, write_async_direct_preallocate 48 Kb, 1021.819065, 19.208403
33554432, write_async_direct_preallocate 56 Kb, 1015.836501, 16.508732
33554432, write_async_direct_preallocate 64 Kb, 1003.896033, 6.892867
33554432, write_async_direct_preallocate 256 Kb, 977.304970, 3.166649
33554432, write_async_direct_preallocate 1024 Kb, 1036.843896, 43.627833
33554432, write_async_direct_preallocate 4096 Kb, 1111.829534, 18.113249
33554432, write_async_direct_preallocate 16384 Kb, 1402.306731, 31.534036
33554432, write_mmap_preallocate, 1800.282124, 4.341091
33554432, write_mmap_preallocate_direct, 1803.145146, 0.319760
33554432, write_mmap_truncate_direct, 1810.447166, 0.500330
