Method                                  Mean (ms)           Stddev (ms)
read_plain 4 Kb                         2118.853584         69.332036
read_plain 16 Kb                        1913.116378         142.110885
read_plain 64 Kb                        1964.534770         246.045815
read_plain 256 Kb                       1948.247632         199.313013
read_plain 1024 Kb                      1594.476984         119.727836
read_plain 4096 Kb                      1444.869014         216.244464
read_plain 16384 Kb                     1645.224740         108.382856
read_plain 65536 Kb                     1513.410998         194.166181
read_plain 262144 Kb                    1524.286903         143.947954
read_nocache 4 Kb                       15403.837190        125.432714
read_nocache 16 Kb                      5457.809162         87.249219
read_nocache 64 Kb                      2524.417003         138.485628
read_nocache 256 Kb                     2621.466823         120.948937
read_nocache 1024 Kb                    1908.473285         147.499465
read_nocache 4096 Kb                    1529.971463         163.856037
read_nocache 16384 Kb                   1449.436692         102.991692
read_nocache 65536 Kb                   1399.902642         130.800039
read_nocache 262144 Kb                  1573.663934         142.022528
read_readahead 4 Kb                     1969.730960         70.203916
read_readahead 16 Kb                    1972.667748         95.610615
read_readahead 64 Kb                    1854.038117         210.512510
read_readahead 256 Kb                   1690.795081         132.969195
read_readahead 1024 Kb                  1469.896436         80.653399
read_readahead 4096 Kb                  1489.658482         105.147899
read_readahead 16384 Kb                 1553.451422         150.217705
read_readahead 65536 Kb                 1644.660647         106.160526
read_readahead 262144 Kb                1660.633179         189.064892
read_rdadvise 4 Kb                      1538.271904         84.550680
read_rdadvise 16 Kb                     1677.925016         145.326718
read_rdadvise 64 Kb                     1495.570980         113.209481
read_rdadvise 256 Kb                    1509.147265         28.156492
read_rdadvise 1024 Kb                   1494.959339         114.420497
read_rdadvise 4096 Kb                   1463.710084         116.541973
read_rdadvise 16384 Kb                  1472.785261         115.615044
read_rdadvise 65536 Kb                  1516.191569         125.733609
read_rdadvise 262144 Kb                 1806.354120         85.310717
mmap_plain                              3297.051533         103.148817
mmap_readahead                          3213.065523         124.039057
mmap_rdadvise                           1678.208285         117.786156
