Method, File Size (KB), Mean (ms), Stddev (ms)
read_plain 4 Kb, 256, 968.197466, 108.008299
read_plain 8 Kb, 256, 941.848013, 57.874521
read_plain 12 Kb, 256, 964.331317, 110.630672
read_plain 16 Kb, 256, 935.146160, 79.547716
read_plain 24 Kb, 256, 1014.535490, 141.176662
read_plain 32 Kb, 256, 958.530876, 120.593432
read_plain 40 Kb, 256, 974.670228, 87.470508
read_plain 48 Kb, 256, 924.890810, 74.446608
read_plain 56 Kb, 256, 944.020505, 83.109781
read_plain 64 Kb, 256, 948.440212, 80.704693
read_plain 256 Kb, 256, 882.661166, 96.149890
read_plain 1024 Kb, 256, 789.059888, 37.714384
read_plain 4096 Kb, 256, 758.159841, 106.209208
read_plain 16384 Kb, 256, 761.992480, 59.656993
read_plain 65536 Kb, 256, 804.045416, 79.750027
read_plain 262144 Kb, 256, 824.644412, 101.132332
read_nocache 4 Kb, 256, 8266.287352, 115.895422
read_nocache 8 Kb, 256, 4822.561093, 165.981970
read_nocache 12 Kb, 256, 3567.446413, 46.568284
read_nocache 16 Kb, 256, 2874.583932, 66.813906
read_nocache 24 Kb, 256, 2203.370788, 61.600186
read_nocache 32 Kb, 256, 1823.900028, 91.212856
read_nocache 40 Kb, 256, 1599.164888, 77.148087
read_nocache 48 Kb, 256, 1450.623333, 64.982078
read_nocache 56 Kb, 256, 1353.078255, 53.087560
read_nocache 64 Kb, 256, 1305.617889, 83.340177
read_nocache 256 Kb, 256, 1515.511025, 110.190686
read_nocache 1024 Kb, 256, 1031.869017, 100.607254
read_nocache 4096 Kb, 256, 832.675196, 132.123770
read_nocache 16384 Kb, 256, 807.787841, 102.126579
read_nocache 65536 Kb, 256, 840.874523, 110.526095
read_nocache 262144 Kb, 256, 911.087008, 101.801211
read_readahead 4 Kb, 256, 970.881335, 87.552856
read_readahead 8 Kb, 256, 1016.406888, 116.584870
read_readahead 12 Kb, 256, 966.591343, 121.681863
read_readahead 16 Kb, 256, 967.365186, 104.670612
read_readahead 24 Kb, 256, 1032.216436, 105.999179
read_readahead 32 Kb, 256, 914.580725, 58.124442
read_readahead 40 Kb, 256, 1008.276657, 79.588548
read_readahead 48 Kb, 256, 951.296720, 60.118532
read_readahead 56 Kb, 256, 936.856667, 116.167212
read_readahead 64 Kb, 256, 958.190952, 81.650503
read_readahead 256 Kb, 256, 891.600948, 58.548943
read_readahead 1024 Kb, 256, 848.652452, 125.837543
read_readahead 4096 Kb, 256, 744.500593, 94.793177
read_readahead 16384 Kb, 256, 843.816010, 88.502790
read_readahead 65536 Kb, 256, 784.936793, 75.923752
read_readahead 262144 Kb, 256, 797.547114, 80.853112
read_rdadvise 4 Kb, 256, 806.355038, 91.305877
read_rdadvise 8 Kb, 256, 795.636185, 143.795383
read_rdadvise 12 Kb, 256, 798.869729, 131.846570
read_rdadvise 16 Kb, 256, 768.184868, 96.195179
read_rdadvise 24 Kb, 256, 802.898597, 123.296743
read_rdadvise 32 Kb, 256, 795.662776, 127.342023
read_rdadvise 40 Kb, 256, 781.298819, 145.416891
read_rdadvise 48 Kb, 256, 776.269549, 88.170665
read_rdadvise 56 Kb, 256, 792.504092, 171.943342
read_rdadvise 64 Kb, 256, 1083.474416, 775.710672
read_rdadvise 256 Kb, 256, 826.863143, 114.548050
read_rdadvise 1024 Kb, 256, 772.025883, 90.768532
read_rdadvise 4096 Kb, 256, 770.598231, 73.582035
read_rdadvise 16384 Kb, 256, 850.595257, 116.182512
read_rdadvise 65536 Kb, 256, 792.929332, 77.436308
read_rdadvise 262144 Kb, 256, 918.434904, 98.816735
read_async_nocache 4 Kb, 256, 4335.429860, 76.342299
read_async_nocache 8 Kb, 256, 2441.820484, 45.366895
read_async_nocache 12 Kb, 256, 1912.902848, 84.476223
read_async_nocache 16 Kb, 256, 1595.002669, 91.014792
read_async_nocache 24 Kb, 256, 1299.489804, 104.386535
read_async_nocache 32 Kb, 256, 1080.139089, 101.262472
read_async_nocache 40 Kb, 256, 1111.962332, 149.644368
read_async_nocache 48 Kb, 256, 997.868273, 137.229252
read_async_nocache 56 Kb, 256, 928.010158, 115.816674
read_async_nocache 64 Kb, 256, 944.499547, 133.545401
read_async_nocache 256 Kb, 256, 1085.046314, 89.398598
read_async_nocache 1024 Kb, 256, 730.191302, 111.751739
read_async_nocache 4096 Kb, 256, 734.871909, 178.364081
read_async_nocache 16384 Kb, 256, 645.753442, 117.444630
read_async_nocache 65536 Kb, 256, 792.805313, 58.037587
read_async_nocache 262144 Kb, 256, 941.743243, 110.116085
read_async_rdahead 4 Kb, 256, 920.013586, 141.384644
read_async_rdahead 8 Kb, 256, 924.369044, 119.176380
read_async_rdahead 12 Kb, 256, 900.241538, 132.984011
read_async_rdahead 16 Kb, 256, 894.608551, 147.455771
read_async_rdahead 24 Kb, 256, 936.056761, 135.635042
read_async_rdahead 32 Kb, 256, 934.943888, 136.920965
read_async_rdahead 40 Kb, 256, 856.349937, 103.229175
read_async_rdahead 48 Kb, 256, 904.590921, 143.815327
read_async_rdahead 56 Kb, 256, 798.420481, 66.906174
read_async_rdahead 64 Kb, 256, 849.384880, 103.590005
read_async_rdahead 256 Kb, 256, 846.001826, 111.052647
read_async_rdahead 1024 Kb, 256, 787.964777, 65.452140
read_async_rdahead 4096 Kb, 256, 664.840891, 84.168890
read_async_rdahead 16384 Kb, 256, 728.221415, 169.495825
read_async_rdahead 65536 Kb, 256, 788.837902, 120.262053
read_async_rdahead 262144 Kb, 256, 845.727017, 108.521894
read_async_rdadvise 4 Kb, 256, 735.098554, 73.884525
read_async_rdadvise 8 Kb, 256, 816.314383, 155.968145
read_async_rdadvise 12 Kb, 256, 744.920796, 103.140686
read_async_rdadvise 16 Kb, 256, 771.589294, 106.136355
read_async_rdadvise 24 Kb, 256, 802.294822, 67.174951
read_async_rdadvise 32 Kb, 256, 715.522257, 59.429179
read_async_rdadvise 40 Kb, 256, 720.988629, 68.140974
read_async_rdadvise 48 Kb, 256, 782.469035, 140.459912
read_async_rdadvise 56 Kb, 256, 738.176489, 78.224458
read_async_rdadvise 64 Kb, 256, 764.900467, 121.693997
read_async_rdadvise 256 Kb, 256, 754.231263, 99.777586
read_async_rdadvise 1024 Kb, 256, 725.234176, 104.026417
read_async_rdadvise 4096 Kb, 256, 752.520787, 118.364877
read_async_rdadvise 16384 Kb, 256, 768.457263, 131.671473
read_async_rdadvise 65536 Kb, 256, 802.871067, 109.646419
read_async_rdadvise 262144 Kb, 256, 839.041597, 81.946225
