Method, File Size (KB), Mean (ms), Stddev (ms)
read_async_rdadvise 8 Kb, 24, 67.753003, 16.497549
read_async_rdadvise 12 Kb, 24, 67.886715, 17.946438
read_async_rdadvise 16 Kb, 24, 54.825064, 4.797795
read_async_rdadvise 24 Kb, 24, 72.449009, 13.235340
read_async_rdadvise 32 Kb, 24, 77.164778, 18.809085
read_async_rdadvise 40 Kb, 24, 69.832069, 13.770823
read_async_rdadvise 48 Kb, 24, 66.889223, 17.999011
read_async_rdadvise 56 Kb, 24, 64.225210, 18.198687
read_async_rdadvise 64 Kb, 24, 70.526187, 25.475916
read_async_rdadvise 256 Kb, 24, 67.399605, 21.703173
read_async_rdadvise 1024 Kb, 24, 64.570714, 21.749290
read_async_rdadvise 4096 Kb, 24, 75.453726, 22.367227
read_async_rdadvise 16384 Kb, 24, 78.850394, 26.725750
