Method, Mean (ms), Stddev (ms)
write_preallocate_truncate_nocache 4 Kb, 1118.086608, 15.539096
write_preallocate_truncate_nocache 8 Kb, 976.431732, 9.986047
write_preallocate_truncate_nocache 12 Kb, 906.010051, 14.779587
write_preallocate_truncate_nocache 16 Kb, 2045.469763, 24.061817
write_preallocate_truncate_nocache 24 Kb, 2503.421969, 1299.551040
write_preallocate_truncate_nocache 32 Kb, 1589.408381, 124.783315
write_preallocate_truncate_nocache 40 Kb, 1902.024530, 1294.181388
write_preallocate_truncate_nocache 48 Kb, 1649.423246, 199.567791
write_preallocate_truncate_nocache 56 Kb, 1362.098683, 42.551223
write_preallocate_truncate_nocache 64 Kb, 1325.438267, 17.292025
write_preallocate_truncate_nocache 256 Kb, 1773.234448, 1281.984307
write_preallocate_truncate_nocache 1024 Kb, 1365.660970, 252.432911
write_preallocate_truncate_nocache 4096 Kb, 1087.210151, 16.452106
write_preallocate_truncate_nocache 16384 Kb, 1561.748962, 1299.566838
write_preallocate_truncate_nocache 65536 Kb, 1607.108631, 371.777523
async_write_preallocate_truncate_nocache 4 Kb, 1372.758781, 6.608016
async_write_preallocate_truncate_nocache 8 Kb, 1242.567459, 1.456844
async_write_preallocate_truncate_nocache 12 Kb, 1394.007736, 1332.073533
async_write_preallocate_truncate_nocache 16 Kb, 2324.677361, 970.257758
async_write_preallocate_truncate_nocache 24 Kb, 1189.187450, 10.956072
async_write_preallocate_truncate_nocache 32 Kb, 1400.652715, 1359.961062
async_write_preallocate_truncate_nocache 40 Kb, 2140.777433, 1020.050012
async_write_preallocate_truncate_nocache 48 Kb, 1143.610569, 42.110636
async_write_preallocate_truncate_nocache 56 Kb, 1483.927887, 1273.234405
async_write_preallocate_truncate_nocache 64 Kb, 1839.834604, 1274.704118
async_write_preallocate_truncate_nocache 256 Kb, 1304.231460, 317.531369
async_write_preallocate_truncate_nocache 1024 Kb, 1056.697613, 2.532929
async_write_preallocate_truncate_nocache 4096 Kb, 1291.555078, 1332.293105
async_write_preallocate_truncate_nocache 16384 Kb, 2095.853570, 988.436065
async_write_preallocate_truncate_nocache 65536 Kb, 1098.372424, 82.465565
