Method, Mean (ms), Stddev (ms)
write_preallocate_truncate_nocache 4 Kb, 989.797097, 12.150213
write_preallocate_truncate_nocache 8 Kb, 857.766125, 18.629856
write_preallocate_truncate_nocache 12 Kb, 809.609053, 11.982706
write_preallocate_truncate_nocache 16 Kb, 1806.351764, 41.543903
write_preallocate_truncate_nocache 24 Kb, 1451.170231, 6.121902
write_preallocate_truncate_nocache 32 Kb, 1278.971270, 2.659962
write_preallocate_truncate_nocache 40 Kb, 1193.097458, 9.544601
write_preallocate_truncate_nocache 48 Kb, 1198.373608, 13.287966
write_preallocate_truncate_nocache 56 Kb, 1174.079536, 24.068779
write_preallocate_truncate_nocache 64 Kb, 1104.118288, 8.184239
write_preallocate_truncate_nocache 256 Kb, 1015.767745, 10.010424
write_preallocate_truncate_nocache 1024 Kb, 923.523561, 5.493322
write_preallocate_truncate_nocache 4096 Kb, 918.747832, 7.219010
write_preallocate_truncate_nocache 16384 Kb, 907.590890, 4.918764
write_preallocate_truncate_nocache 65536 Kb, 1218.673678, 6.063201
async_write_preallocate_truncate_nocache 4 Kb, 832.496774, 4.133052
async_write_preallocate_truncate_nocache 8 Kb, 755.963043, 1.204724
async_write_preallocate_truncate_nocache 12 Kb, 732.225111, 3.829364
async_write_preallocate_truncate_nocache 16 Kb, 718.538190, 8.277065
async_write_preallocate_truncate_nocache 24 Kb, 695.851356, 0.255563
async_write_preallocate_truncate_nocache 32 Kb, 689.478381, 0.668959
async_write_preallocate_truncate_nocache 40 Kb, 686.459235, 1.314317
async_write_preallocate_truncate_nocache 48 Kb, 685.848072, 7.066221
async_write_preallocate_truncate_nocache 56 Kb, 685.429253, 8.353558
async_write_preallocate_truncate_nocache 64 Kb, 680.479363, 1.510698
async_write_preallocate_truncate_nocache 256 Kb, 672.223250, 10.565557
async_write_preallocate_truncate_nocache 1024 Kb, 668.124333, 16.673974
async_write_preallocate_truncate_nocache 4096 Kb, 668.946507, 2.635602
async_write_preallocate_truncate_nocache 16384 Kb, 703.798556, 1.683463
async_write_preallocate_truncate_nocache 65536 Kb, 751.087618, 6.890783
