Method, Mean (ms), Stddev (ms)
write_preallocate_truncate_nocache 4 Kb, 584.307246, 9.008329
write_preallocate_truncate_nocache 8 Kb, 502.509917, 6.195277
write_preallocate_truncate_nocache 12 Kb, 493.481346, 33.269312
write_preallocate_truncate_nocache 16 Kb, 993.169275, 19.690775
write_preallocate_truncate_nocache 24 Kb, 837.030493, 2.791704
write_preallocate_truncate_nocache 32 Kb, 738.609695, 1.643013
write_preallocate_truncate_nocache 40 Kb, 694.292929, 5.634142
write_preallocate_truncate_nocache 48 Kb, 694.289432, 5.327021
write_preallocate_truncate_nocache 56 Kb, 660.044962, 4.299306
write_preallocate_truncate_nocache 64 Kb, 640.756241, 6.915717
write_preallocate_truncate_nocache 256 Kb, 580.068084, 8.304795
write_preallocate_truncate_nocache 1024 Kb, 555.217006, 6.833728
write_preallocate_truncate_nocache 4096 Kb, 524.752406, 11.259755
write_preallocate_truncate_nocache 16384 Kb, 600.985395, 2.581046
async_write_preallocate_truncate_nocache 4 Kb, 494.337044, 6.824425
async_write_preallocate_truncate_nocache 8 Kb, 449.528435, 2.110498
async_write_preallocate_truncate_nocache 12 Kb, 439.454182, 10.168679
async_write_preallocate_truncate_nocache 16 Kb, 416.715717, 6.603218
async_write_preallocate_truncate_nocache 24 Kb, 406.202409, 0.595141
async_write_preallocate_truncate_nocache 32 Kb, 402.821216, 2.421465
async_write_preallocate_truncate_nocache 40 Kb, 407.015172, 8.134853
async_write_preallocate_truncate_nocache 48 Kb, 398.906892, 1.518926
async_write_preallocate_truncate_nocache 56 Kb, 397.371035, 0.116932
async_write_preallocate_truncate_nocache 64 Kb, 400.822180, 6.521237
async_write_preallocate_truncate_nocache 256 Kb, 403.170528, 36.240974
async_write_preallocate_truncate_nocache 1024 Kb, 386.716656, 1.892010
async_write_preallocate_truncate_nocache 4096 Kb, 393.805547, 2.375372
async_write_preallocate_truncate_nocache 16384 Kb, 411.699621, 3.210804
