Method, Mean (ms), Stddev (ms)
read_plain 4 Kb, 1122.281397, 109.423331
read_plain 16 Kb, 969.394298, 86.482533
read_plain 64 Kb, 975.297875, 113.914911
read_plain 256 Kb, 910.587640, 57.769059
read_plain 1024 Kb, 728.054995, 3.620236
read_plain 4096 Kb, 751.090083, 90.587940
read_plain 16384 Kb, 836.352311, 76.790840
read_plain 65536 Kb, 841.698545, 94.436498
read_plain 262144 Kb, 819.364303, 67.298018
read_nocache 4 Kb, 8235.116294, 851.173566
read_nocache 16 Kb, 2882.303793, 48.440028
read_nocache 64 Kb, 1316.947608, 51.105055
read_nocache 256 Kb, 1556.061265, 72.552425
read_nocache 1024 Kb, 1027.571416, 129.041415
read_nocache 4096 Kb, 913.588652, 164.921517
read_nocache 16384 Kb, 844.324191, 91.085345
read_nocache 65536 Kb, 860.592552, 123.893789
read_nocache 262144 Kb, 926.054486, 67.309029
read_readahead 4 Kb, 987.072954, 75.287558
read_readahead 16 Kb, 1008.487492, 98.647726
read_readahead 64 Kb, 1060.380495, 149.103321
read_readahead 256 Kb, 855.485575, 39.574259
read_readahead 1024 Kb, 835.395404, 79.536669
read_readahead 4096 Kb, 775.298734, 47.897994
read_readahead 16384 Kb, 789.670619, 60.342114
read_readahead 65536 Kb, 863.536544, 102.904499
read_readahead 262144 Kb, 853.995723, 62.427347
read_rdadvise 4 Kb, 704.015719, 18.859233
read_rdadvise 16 Kb, 758.629862, 85.251491
read_rdadvise 64 Kb, 859.925457, 115.888186
read_rdadvise 256 Kb, 832.663523, 127.996490
read_rdadvise 1024 Kb, 768.009273, 101.683852
read_rdadvise 4096 Kb, 789.108601, 83.870342
read_rdadvise 16384 Kb, 809.524933, 112.521240
read_rdadvise 65536 Kb, 825.513335, 98.114526
read_rdadvise 262144 Kb, 871.496648, 91.532237
read_aio_nocache 4 Kb, 8642.523080, 65.292733
read_aio_nocache 16 Kb, 2708.617481, 61.373242
read_aio_nocache 64 Kb, 1316.562282, 79.768529
read_aio_nocache 256 Kb, 1354.345051, 39.975205
read_aio_nocache 1024 Kb, 789.497854, 79.009313
read_aio_nocache 4096 Kb, 712.386428, 133.938493
read_aio_nocache 16384 Kb, 710.893462, 130.819638
read_aio_nocache 65536 Kb, 685.121583, 105.102449
read_aio_nocache 262144 Kb, 947.658809, 100.582791
read_aio_rdahead 4 Kb, 1142.914680, 78.666104
read_aio_rdahead 16 Kb, 972.768984, 99.517386
read_aio_rdahead 64 Kb, 1073.579153, 118.866680
read_aio_rdahead 256 Kb, 1019.334234, 63.507657
read_aio_rdahead 1024 Kb, 893.039830, 106.573932
read_aio_rdahead 4096 Kb, 690.322093, 109.724085
read_aio_rdahead 16384 Kb, 713.999478, 74.679436
read_aio_rdahead 65536 Kb, 698.344447, 47.520199
read_aio_rdahead 262144 Kb, 919.259899, 96.089971
read_aio_rdadvise 4 Kb, 1361.570434, 82.116508
read_aio_rdadvise 16 Kb, 854.129127, 120.381285
read_aio_rdadvise 64 Kb, 850.302986, 68.794940
read_aio_rdadvise 256 Kb, 636.148873, 2.812266
read_aio_rdadvise 1024 Kb, 762.177440, 114.056805
read_aio_rdadvise 4096 Kb, 763.491396, 45.579824
read_aio_rdadvise 16384 Kb, 782.693842, 152.022644
read_aio_rdadvise 65536 Kb, 784.418876, 83.602889
read_aio_rdadvise 262144 Kb, 927.989616, 101.942603
read_async_nocache 4 Kb, 4310.681175, 65.581588
read_async_nocache 16 Kb, 1537.665849, 59.785684
read_async_nocache 64 Kb, 1061.706370, 119.601315
read_async_nocache 256 Kb, 1184.823330, 117.631580
read_async_nocache 1024 Kb, 756.922501, 75.069052
read_async_nocache 4096 Kb, 716.894175, 124.942974
read_async_nocache 16384 Kb, 738.663162, 162.971335
read_async_nocache 65536 Kb, 750.093621, 111.243410
read_async_nocache 262144 Kb, 884.312185, 124.985315
read_async_rdahead 4 Kb, 933.376511, 107.357186
read_async_rdahead 16 Kb, 840.864774, 47.338972
read_async_rdahead 64 Kb, 912.938245, 99.122652
read_async_rdahead 256 Kb, 899.919731, 78.201059
read_async_rdahead 1024 Kb, 818.326339, 48.647720
read_async_rdahead 4096 Kb, 716.239550, 107.977625
read_async_rdahead 16384 Kb, 652.366276, 60.288638
read_async_rdahead 65536 Kb, 710.816577, 54.368708
read_async_rdahead 262144 Kb, 877.738300, 58.801789
read_async_rdadvise 4 Kb, 770.840231, 103.713591
read_async_rdadvise 16 Kb, 875.281254, 185.193274
read_async_rdadvise 64 Kb, 749.875127, 134.780431
read_async_rdadvise 256 Kb, 772.543689, 121.936577
read_async_rdadvise 1024 Kb, 743.225743, 96.978249
read_async_rdadvise 4096 Kb, 816.818516, 126.710610
read_async_rdadvise 16384 Kb, 783.122209, 120.297922
read_async_rdadvise 65536 Kb, 852.582008, 118.862734
read_async_rdadvise 262144 Kb, 928.676340, 125.479473
mmap_plain, 1654.300133, 80.467910
mmap_readahead, 1711.621375, 66.430839
mmap_rdadvise, 928.490028, 69.761878
