Method, Mean (ms), Stddev (ms)
read_plain 4 Kb, 120.200699, 2.444290
read_plain 16 Kb, 154.561193, 46.158935
read_plain 64 Kb, 120.724458, 0.666387
read_plain 256 Kb, 169.456731, 59.634815
read_plain 1024 Kb, 102.225077, 0.518100
read_plain 4096 Kb, 90.948839, 1.027919
read_plain 16384 Kb, 110.492100, 16.370045
read_nocache 4 Kb, 1061.991850, 24.647846
read_nocache 16 Kb, 422.162204, 40.325852
read_nocache 64 Kb, 209.106375, 6.554110
read_nocache 256 Kb, 194.962929, 1.884879
read_nocache 1024 Kb, 152.845430, 37.343087
read_nocache 4096 Kb, 95.724431, 0.836654
read_nocache 16384 Kb, 108.561275, 27.723448
read_readahead 4 Kb, 121.863899, 1.074471
read_readahead 16 Kb, 122.108244, 0.799396
read_readahead 64 Kb, 121.647794, 0.587205
read_readahead 256 Kb, 116.179426, 1.287628
read_readahead 1024 Kb, 110.505000, 16.928100
read_readahead 4096 Kb, 107.774685, 31.580777
read_readahead 16384 Kb, 103.125039, 2.446790
read_rdadvise 4 Kb, 98.801859, 34.093791
read_rdadvise 16 Kb, 82.125037, 14.529719
read_rdadvise 64 Kb, 95.211827, 32.668762
read_rdadvise 256 Kb, 69.432730, 0.857211
read_rdadvise 1024 Kb, 82.137179, 14.744390
read_rdadvise 4096 Kb, 71.286563, 1.074903
read_rdadvise 16384 Kb, 94.856758, 29.571964
read_aio_nocache 4 Kb, 1164.626040, 17.505782
read_aio_nocache 16 Kb, 389.977112, 17.640883
read_aio_nocache 64 Kb, 185.772674, 5.232103
read_aio_nocache 256 Kb, 187.269603, 3.066335
read_aio_nocache 1024 Kb, 98.927263, 7.348549
read_aio_nocache 4096 Kb, 101.598000, 20.200440
read_aio_nocache 16384 Kb, 88.517574, 0.517357
read_aio_rdahead 4 Kb, 146.088075, 1.952025
read_aio_rdahead 16 Kb, 122.400443, 1.050997
read_aio_rdahead 64 Kb, 118.898269, 0.649572
read_aio_rdahead 256 Kb, 125.430425, 18.103853
read_aio_rdahead 1024 Kb, 117.954301, 32.839175
read_aio_rdahead 4096 Kb, 83.581581, 1.506936
read_aio_rdahead 16384 Kb, 96.641172, 3.411057
read_aio_rdadvise 4 Kb, 101.812896, 9.156755
read_aio_rdadvise 16 Kb, 99.992335, 33.820785
read_aio_rdadvise 64 Kb, 68.947935, 0.748735
read_aio_rdadvise 256 Kb, 85.169470, 32.874855
read_aio_rdadvise 1024 Kb, 88.074434, 36.411706
read_aio_rdadvise 4096 Kb, 100.232261, 35.415003
read_aio_rdadvise 16384 Kb, 83.814327, 3.513850
read_async_nocache 4 Kb, 591.437633, 27.356339
read_async_nocache 16 Kb, 303.202445, 79.446861
read_async_nocache 64 Kb, 149.459275, 9.498819
read_async_nocache 256 Kb, 152.437800, 2.366569
read_async_nocache 1024 Kb, 98.245467, 13.937564
read_async_nocache 4096 Kb, 87.298899, 11.924858
read_async_nocache 16384 Kb, 112.858089, 29.518454
read_async_rdahead 4 Kb, 155.965788, 53.608734
read_async_rdahead 16 Kb, 125.398790, 27.541264
read_async_rdahead 64 Kb, 122.260956, 26.985075
read_async_rdahead 256 Kb, 130.007418, 27.486141
read_async_rdahead 1024 Kb, 100.776876, 0.497304
read_async_rdahead 4096 Kb, 81.697733, 1.240039
read_async_rdahead 16384 Kb, 100.786784, 11.423892
read_async_rdadvise 4 Kb, 88.120895, 23.943502
read_async_rdadvise 16 Kb, 71.143084, 4.037673
read_async_rdadvise 64 Kb, 72.195056, 6.868315
read_async_rdadvise 256 Kb, 70.641438, 0.867033
read_async_rdadvise 1024 Kb, 96.142744, 33.417376
read_async_rdadvise 4096 Kb, 71.109593, 0.243640
read_async_rdadvise 16384 Kb, 82.847968, 3.765143
mmap_plain, 252.806466, 42.158399
mmap_readahead, 216.115964, 4.381814
mmap_rdadvise, 97.849513, 0.335630
