Method, Mean (ms), Stddev (ms)
write_preallocate_truncate_nocache 4 Kb, 504.037885, 6.142424
write_preallocate_truncate_nocache 8 Kb, 438.751133, 8.850988
write_preallocate_truncate_nocache 12 Kb, 424.396988, 7.452338
write_preallocate_truncate_nocache 16 Kb, 859.759901, 10.838560
write_preallocate_truncate_nocache 24 Kb, 706.072436, 14.243933
write_preallocate_truncate_nocache 32 Kb, 634.046952, 1.363958
write_preallocate_truncate_nocache 40 Kb, 591.598438, 1.491561
write_preallocate_truncate_nocache 48 Kb, 603.947398, 11.867159
write_preallocate_truncate_nocache 56 Kb, 596.224859, 11.167634
write_preallocate_truncate_nocache 64 Kb, 578.317583, 6.326309
write_preallocate_truncate_nocache 256 Kb, 512.064320, 8.910784
write_preallocate_truncate_nocache 1024 Kb, 487.806565, 12.411582
write_preallocate_truncate_nocache 4096 Kb, 452.865465, 3.941092
write_preallocate_truncate_nocache 16384 Kb, 452.189323, 2.466502
async_write_preallocate_truncate_nocache 4 Kb, 427.460592, 9.570193
async_write_preallocate_truncate_nocache 8 Kb, 387.293134, 0.657007
async_write_preallocate_truncate_nocache 12 Kb, 375.173949, 1.610492
async_write_preallocate_truncate_nocache 16 Kb, 358.796840, 9.638370
async_write_preallocate_truncate_nocache 24 Kb, 348.593910, 1.570267
async_write_preallocate_truncate_nocache 32 Kb, 345.280632, 1.451521
async_write_preallocate_truncate_nocache 40 Kb, 343.183246, 1.176650
async_write_preallocate_truncate_nocache 48 Kb, 341.534361, 0.105474
async_write_preallocate_truncate_nocache 56 Kb, 344.524252, 10.052877
async_write_preallocate_truncate_nocache 64 Kb, 340.535806, 1.253559
async_write_preallocate_truncate_nocache 256 Kb, 333.906382, 0.298028
async_write_preallocate_truncate_nocache 1024 Kb, 333.190106, 2.445816
async_write_preallocate_truncate_nocache 4096 Kb, 340.985556, 2.059869
async_write_preallocate_truncate_nocache 16384 Kb, 377.724651, 3.443727
